382,0,1,6411949,11
392,38,0,6081949,5
393,0,0,6411949,4
404,0,1,6411949,1
411,0,0,6411949,7
412,0,1,6412149,8
414,157,0,6581949,1
415,7,0,6481949,6
422,0,1,6581949,11
426,6,1,6081949,2
429,5,0,6281949,4
435,0,0,6081949,3
436,13,0,6281949,2
447,0,0,6411949,2
452,0,1,6411949,2
471,0,1,6411949,7
475,1,1,6412149,11
478,0,0,6411949,4
481,0,1,6081949,8
482,0,0,6412149,4
492,0,0,6281949,4
499,13,1,6411949,4
511,4,0,6301949,8
512,16,0,6412149,3
515,0,0,6081949,2
517,1,0,6411949,1
518,0,0,6301949,4
519,0,1,6411949,7
523,0,0,6481949,10
527,1,1,6301949,4
531,0,1,6412149,10
532,2,0,6411949,3
533,0,1,6481949,7
535,0,0,6081949,11
539,0,1,6081949,8
541,0,1,6281949,5
543,0,1,6412149,12
546,0,1,6281949,4
548,0,1,6081949,2
553,0,1,6281949,1
554,7,1,6281949,9
571,0,1,6281949,5
572,9,1,6281949,9
583,0,0,6412149,4
585,0,0,6481949,5
588,4,0,6581949,10
592,0,0,6412149,6
595,1,1,6481949,5
599,3,1,6411949,8
600,0,1,6412149,3
603,0,1,6412149,9
615,0,0,6281949,3
620,0,1,6412149,6
621,25,1,6481949,8
624,2,0,6411949,6
629,0,1,6481949,9
630,1,1,6281949,9
631,0,0,6281949,1
635,16,0,6301949,5
637,0,1,6081949,1
639,0,0,6411949,11
641,0,1,6281949,12
643,0,1,6081949,6
644,1,1,6411949,9
645,2,1,6281949,10
649,1,1,6301949,7
656,0,0,6281949,5
662,46,1,6411949,1
664,28,1,6411949,10
668,0,0,6411949,11
673,0,0,6481949,1
675,0,0,6412149,6
683,0,1,6581949,11
684,2,0,6412149,7
687,0,0,6481949,4
688,1,0,6281949,7
693,0,0,6412149,10
698,3,0,6301949,4
707,0,1,6412149,8
711,3,0,6301949,12
717,0,1,6412149,5
724,0,0,6481949,11
738,16,0,6081949,4
752,0,0,6481949,6
762,0,1,6481949,2
765,8,0,6081949,1
766,0,1,6081949,5
774,0,1,6281949,7
778,4,0,6281949,8
779,0,1,6412149,1
783,0,1,6411949,4
788,0,1,6581949,9
789,0,0,6411949,10
794,12,1,6301949,7
800,0,0,6481949,11
802,0,1,6301949,12
809,0,0,6081949,4
813,5,1,6081949,12
815,0,0,6481949,8
816,0,1,6581949,11
819,0,0,6411949,6
822,3,0,6281949,9
825,1,1,6081949,9
827,30,0,6281949,8
830,0,1,6281949,2
832,19,1,6281949,11
836,55,1,6411949,9
838,0,0,6581949,2
848,0,1,6411949,10
851,0,0,6412149,7
852,0,0,6412149,5
855,0,0,6481949,12
866,29,1,6301949,12
867,0,1,6411949,11
868,0,0,6481949,10
869,18,1,6411949,7
871,0,0,6411949,4
873,2,1,6281949,11
874,33,1,6412149,2
875,0,1,6412149,9
882,0,1,6301949,12
884,0,0,6412149,8
893,8,0,6411949,1
901,0,1,6081949,8
910,0,0,6281949,2
913,0,0,6281949,12
914,0,1,6281949,7
918,1,0,6411949,4
936,0,0,6301949,8
937,0,1,6281949,9
956,14,1,6411949,12
973,0,1,6411949,10
977,1,1,6411949,3
981,4,0,6081949,9
988,4,1,6301949,2
995,10,1,6301949,7
1002,2,1,6281949,11
1005,0,0,6412149,10
1007,1,1,6281949,8
1011,1,0,6081949,6
1012,0,0,6081949,3
1019,0,1,6411949,11
1025,0,0,6411949,12
1027,0,1,6581949,11
1034,0,1,6081949,10
1044,0,1,6581949,7
1062,54,0,6281949,5
1067,0,1,6412149,7
1076,0,0,6412149,6
1081,0,0,6081949,2
1083,3,1,6481949,6
1086,4,0,6481949,12
1097,0,0,6412149,2
1098,0,1,6081949,10
1102,0,1,6281949,1
1105,37,1,6411949,10
1108,33,1,6281949,1
1118,0,1,6581949,7
1121,7,1,6281949,8
1122,0,1,6301949,10
1125,37,0,6581949,7
1134,9,1,6412149,12
1150,0,1,6411949,1
1155,0,1,6412149,9
1165,0,1,6411949,12
1177,0,0,6412149,10
1180,8,1,6411949,2
1191,0,0,6281949,11
1192,0,1,6281949,10
1195,2,1,6412149,7
1198,0,0,6412149,10
1226,0,1,6412149,2
1237,0,0,6581949,4
1240,64,0,6281949,11
1243,0,0,6481949,2
1244,2,0,6281949,5
1248,1,1,6412149,4
1255,27,0,6281949,9
1279,0,0,6081949,6
1286,7,0,6281949,7
1290,11,1,6301949,2
1293,5,1,6581949,12
1301,0,0,6281949,10
1302,7,0,6411949,6
1305,0,0,6281949,10
1315,4,0,6281949,3
1316,0,1,6412149,3
1317,20,0,6412149,11
1321,0,0,6081949,8
1322,54,0,6081949,3
1325,0,0,6281949,5
1326,1,0,6301949,4
1327,0,0,6411949,6
1328,0,1,6411949,2
1330,2,0,6481949,9
1333,32,1,6281949,2
1334,0,0,6411949,3
1336,0,1,6081949,3
1340,1,0,6281949,3
1344,0,1,6412149,5
1345,0,0,6081949,3
1346,23,1,6281949,6
1366,0,0,6281949,6
1372,1,0,6281949,11
1374,0,0,6412149,8
1382,0,0,6281949,2
1384,0,0,6281949,10
1396,0,0,6412149,4
1399,0,1,6411949,1
1427,0,0,6081949,12
1431,43,1,6411949,9
1435,0,1,6411949,7
1438,0,0,6081949,3
1442,0,0,6412149,4
1445,0,0,6412149,7
1448,0,0,6081949,4
1465,0,1,6411949,11
1468,0,1,6581949,7
1470,10,1,6412149,6
1472,0,1,6281949,1
1473,4,1,6281949,4
1481,0,0,6581949,11
1492,2,1,6411949,11
1497,0,1,6281949,12
1507,0,0,6081949,1
1510,0,0,6081949,6
1511,0,0,6481949,12
1512,64,0,6411949,1
1514,0,1,6281949,6
1518,0,0,6281949,11
1519,0,0,6411949,6
1521,0,1,6081949,1
1523,0,1,6411949,11
1527,3,1,6081949,10
1537,24,0,6411949,11
1538,0,0,6301949,11
1540,0,0,6411949,7
1541,0,0,6081949,12
1547,0,0,6412149,7
1573,0,1,6581949,12
1574,3,1,6281949,4
1575,0,1,6281949,3
1581,68,0,6412149,12
1588,0,1,6281949,3
1590,11,1,6411949,8
1595,0,1,6411949,6
1604,0,1,6412149,8
1605,0,0,6481949,11
1607,0,1,6081949,5
1611,0,0,6411949,12
1613,2,1,6412149,4
1617,1,1,6081949,5
1624,0,0,6581949,5
1630,0,0,6412149,10
1634,0,0,6281949,9
1653,0,1,6411949,6
1654,0,0,6581949,11
1655,42,1,6081949,12
1667,0,1,6081949,10
1668,0,0,6412149,12
1673,0,1,6581949,3
1679,1,0,6281949,9
1683,2,0,6301949,5
1686,0,0,6281949,12
1694,0,0,6301949,2
1695,8,0,6301949,3
1699,0,0,6412149,11
1702,6,1,6481949,2
1704,1,1,6281949,2
1707,1,1,6281949,7
1708,3,1,6281949,7
1711,29,0,6412149,7
1717,0,1,6412149,12
1730,0,1,6411949,7
1732,0,0,6081949,1
1749,0,0,6581949,11
1763,0,1,6581949,7
1770,0,0,6412149,11
1772,1,1,6411949,11
1780,20,0,6281949,5
1782,0,1,6411949,3
1788,18,0,6281949,1
1794,0,0,6081949,9
1808,40,1,6412149,5
1809,31,1,6411949,8
1813,5,1,6411949,7
1815,4,0,6412149,6
1817,0,1,6081949,9
1820,1,0,6281949,1
1823,1,0,6301949,10
1826,0,0,6281949,7
1852,0,1,6081949,12
1857,0,0,6281949,11
1858,5,0,6412149,1
1859,0,1,6301949,6
1865,0,0,6081949,5
1866,3,0,6411949,3
1867,0,1,6581949,7
1868,12,0,6081949,10
1870,0,0,6481949,3
1879,0,1,6281949,12
1897,26,1,6412149,10
1899,81,1,6081949,11
1900,0,0,6281949,4
1915,6,1,6412149,7
1917,0,1,6281949,1
1923,0,1,6581949,10
1935,3,0,6281949,2
1936,0,1,6412149,10
1946,1,0,6412149,2
1949,0,0,6081949,2
1951,0,0,6412149,5
1956,4,0,6281949,4
1958,0,1,6411949,10
1974,0,0,6301949,12
1979,37,0,6301949,5
1981,0,1,6281949,8
1984,0,1,6412149,10
1986,6,1,6412149,1
1990,34,1,6281949,12
1997,41,1,6301949,12
2007,0,0,6412149,6
2014,4,0,6081949,7
2016,2,1,6281949,2
2032,30,0,6281949,4
2036,0,1,6412149,1
2042,0,1,6081949,2
2049,1,0,6301949,9
2052,32,0,6411949,2
2054,0,1,6411949,5
2055,1,1,6411949,6
2058,0,0,6411949,7
2066,30,0,6411949,10
2071,6,0,6481949,3
2079,3,0,6411949,11
2080,0,1,6281949,9
2085,0,0,6412149,8
2086,7,1,6412149,1
2091,0,0,6411949,4
2094,0,0,6411949,4
2097,0,0,6281949,10
2098,0,1,6412149,1
2099,1,0,6281949,2
2102,26,0,6411949,7
2103,0,1,6281949,9
2116,0,1,6412149,7
2118,0,1,6581949,4
2121,0,0,6281949,12
2128,0,0,6281949,4
2135,0,0,6412149,11
2138,13,0,6281949,11
2141,0,1,6301949,7
2148,0,1,6412149,7
2149,0,0,6581949,10
2150,18,1,6281949,8
2152,0,1,6481949,6
2157,0,0,6412149,2
2166,0,0,6081949,1
2169,0,0,6412149,5
2184,0,1,6481949,2
2195,0,1,6411949,8
2198,0,0,6081949,1
2199,0,0,6301949,4
2205,0,0,6412149,5
2208,41,0,6581949,3
2215,1,0,6481949,11
2217,0,1,6281949,1
2219,0,0,6412149,7
2220,0,0,6412149,2
2229,12,0,6301949,1
2252,11,0,6081949,1
2259,1,1,6581949,6
2261,0,1,6081949,12
2263,0,1,6481949,1
2268,0,0,6411949,12
2271,0,1,6281949,7
2273,0,1,6301949,6
2280,0,1,6081949,7
2295,0,1,6412149,7
2300,0,0,6481949,12
2304,0,0,6411949,10
2305,0,0,6411949,10
2310,11,0,6281949,1
2313,0,1,6281949,2
2317,0,1,6281949,2
2320,11,0,6481949,10
2324,31,0,6281949,4
2325,0,1,6581949,12
2328,0,0,6081949,4
2329,75,0,6281949,4
2331,2,1,6411949,2
2356,0,0,6412149,7
2357,0,1,6081949,7
2359,0,0,6412149,9
2360,0,0,6081949,5
2361,6,1,6411949,4
2369,0,0,6301949,8
2372,0,1,6412149,5
2382,0,1,6581949,11
2390,0,1,6081949,8
2399,0,1,6281949,5
2400,6,0,6411949,8
2403,0,1,6481949,8
2405,0,0,6081949,11
2406,0,1,6081949,6
2409,0,1,6412149,5
2410,0,0,6412149,4
2411,15,0,6301949,10
2415,0,0,6301949,5
2420,1,1,6412149,7
2421,11,0,6081949,4
2422,0,0,6081949,6
2425,35,1,6581949,7
2428,0,1,6411949,3
2429,2,0,6301949,9
2432,0,0,6412149,5
2439,15,0,6301949,6
2443,0,1,6281949,9
2456,5,0,6281949,11
2462,34,0,6411949,12
2465,3,0,6281949,12
2466,0,1,6411949,11
2481,0,1,6411949,7
2482,0,1,6412149,11
2484,8,0,6301949,4
2485,8,1,6281949,4
2491,24,1,6281949,11
2492,0,0,6581949,8
2498,1,0,6581949,2
2501,0,0,6412149,1
2504,0,0,6412149,12
2505,0,0,6581949,4
2506,0,0,6301949,8
2510,0,1,6301949,9
2513,0,1,6281949,7
2527,60,0,6412149,9
2531,1,0,6281949,11
2533,0,0,6301949,5
2538,4,1,6301949,4
2551,0,0,6281949,4
2558,0,1,6581949,10
2559,0,1,6412149,5
2560,0,1,6411949,2
2563,8,0,6281949,8
2570,1,1,6301949,9
2571,0,1,6581949,9
2572,0,0,6301949,11
2573,0,1,6281949,10
2580,0,1,6581949,5
2586,0,1,6412149,2
2594,0,0,6281949,6
2601,5,1,6281949,8
2602,6,0,6411949,1
2607,0,1,6081949,6
2608,0,1,6581949,4
2612,0,0,6281949,12
2616,0,0,6412149,12
2621,30,0,6301949,2
2622,27,1,6281949,4
2624,0,1,6081949,3
2629,0,0,6412149,1
2633,0,0,6581949,3
2634,11,1,6412149,5
2641,110,0,6301949,1
2647,5,1,6412149,9
2653,48,1,6411949,1
2654,0,1,6281949,8
2659,0,0,6412149,9
2660,14,0,6281949,11
2669,12,1,6481949,6
2672,16,1,6301949,10
2675,1,1,6281949,7
2676,3,0,6481949,5
2681,22,0,6412149,12
2683,0,0,6281949,4
2685,0,1,6281949,2
2697,0,0,6281949,12
2706,0,0,6481949,7
2717,0,0,6281949,9
2718,0,0,6411949,8
2719,1,1,6301949,2
2728,0,1,6481949,11
2740,0,0,6081949,7
2741,0,0,6411949,1
2743,8,0,6081949,12
2750,0,1,6412149,7
2751,1,1,6081949,8
2752,46,1,6581949,1
2753,1,1,6412149,11
2765,7,1,6412149,4
2769,0,1,6411949,9
2776,0,1,6411949,10
2777,9,1,6301949,9
2779,43,0,6481949,12
2781,25,1,6481949,7
2790,3,0,6301949,2
2797,0,1,6412149,10
2799,3,0,6301949,4
2805,3,0,6281949,11
2820,51,0,6281949,5
2824,0,0,6581949,7
2825,4,1,6481949,3
2834,0,1,6281949,9
2835,0,0,6412149,11
2840,6,0,6281949,8
2844,17,0,6481949,1
2849,14,1,6412149,5
2853,0,1,6081949,6
2855,0,0,6081949,5
2857,0,0,6301949,10
2859,5,0,6412149,8
2871,0,1,6412149,9
2877,1,1,6481949,9
2885,0,0,6281949,3
2886,0,0,6301949,2
2888,0,0,6411949,6
2892,0,1,6481949,7
2895,7,1,6412149,1
2904,0,1,6411949,7
2920,0,0,6481949,11
2938,0,1,6581949,12
2950,0,0,6281949,3
2961,0,0,6412149,12
2964,75,0,6411949,5
2972,0,1,6581949,6
2976,1,1,6481949,3
2977,0,1,6281949,6
2979,0,0,6281949,3
2986,0,0,6281949,8
2989,0,0,6281949,5
2992,0,0,6281949,6
2995,0,1,6411949,8
3009,4,1,6412149,8
3016,0,1,6411949,7
3033,0,0,6081949,1
3039,3,1,6301949,2
3044,0,0,6081949,11
3045,0,0,6281949,8
3047,0,1,6081949,10
3048,0,0,6581949,11
3051,0,0,6081949,3
3056,0,0,6301949,4
3059,65,1,6281949,3
3073,0,1,6281949,7
3077,0,1,6412149,8
3085,0,1,6301949,5
3088,18,1,6081949,11
3091,0,0,6081949,5
3098,15,1,6081949,2
3103,59,0,6281949,5
3104,0,1,6411949,6
3108,0,1,6411949,8
3110,0,0,6281949,2
3115,0,0,6412149,5
3117,0,1,6412149,6
3118,17,1,6581949,3
3120,6,1,6411949,2
3121,0,0,6581949,8
3125,0,1,6411949,10
3127,2,1,6281949,7
3136,0,0,6411949,5
3137,0,1,6411949,7
3148,0,1,6412149,8
3155,0,1,6481949,4
3158,0,0,6581949,2
3163,0,1,6281949,11
3164,0,0,6412149,7
3173,0,1,6411949,4
3179,0,1,6081949,4
3180,0,1,6281949,9
3181,2,1,6411949,12
3183,0,0,6481949,12
3191,0,1,6411949,4
3196,19,0,6412149,6
3200,3,1,6412149,8
3202,14,0,6412149,9
3204,0,1,6581949,12
3205,0,1,6081949,7
3214,0,0,6301949,10
3221,0,0,6411949,2
3222,1,0,6301949,7
3224,0,1,6281949,8
3231,18,1,6281949,7
3236,0,0,6081949,7
3237,1,1,6581949,10
3245,0,1,6281949,11
3250,0,1,6081949,7
3261,0,0,6081949,8
3263,4,0,6411949,11
3268,0,0,6412149,6
3270,11,0,6281949,10
3277,1,1,6081949,4
3280,0,1,6412149,9
3284,1,1,6281949,5
3292,2,0,6081949,12
3296,0,0,6281949,7
3297,0,0,6412149,1
3301,3,1,6411949,11
3309,0,1,6412149,9
3310,14,0,6411949,8
3311,0,0,6281949,2
3312,0,1,6081949,1
3316,0,0,6281949,3
3317,2,1,6412149,12
3323,0,1,6301949,4
3333,0,1,6281949,3
3337,2,1,6411949,8
3351,0,0,6581949,7
3352,0,1,6412149,11
3356,48,0,6281949,7
3371,0,1,6581949,1
3374,0,0,6281949,6
3375,14,0,6281949,3
3393,0,1,6411949,3
3404,43,1,6081949,11
3412,0,1,6081949,12
3414,0,0,6412149,3
3415,0,0,6081949,3
3419,0,1,6481949,9
3424,0,1,6281949,9
3425,2,0,6081949,8
3439,0,1,6301949,4
3440,0,1,6081949,8
3445,47,1,6301949,7
3465,5,0,6481949,5
3470,4,0,6281949,8
3475,13,1,6081949,1
3478,0,1,6481949,9
3488,12,0,6481949,7
3516,37,1,6281949,8
3517,0,1,6081949,3
3523,4,0,6081949,10
3524,3,1,6081949,10
3526,1,1,6081949,6
3530,3,1,6301949,8
3551,0,1,6281949,3
3555,0,0,6281949,2
3556,0,0,6281949,12
3559,4,0,6481949,6
3560,9,1,6281949,3
3561,1,0,6581949,9
3580,20,1,6411949,2
3591,0,0,6411949,7
3598,35,1,6412149,6
3601,32,1,6411949,2
3609,0,1,6411949,8
3615,0,1,6412149,4
3625,0,0,6081949,3
3631,0,1,6481949,2
3633,0,1,6301949,8
3638,0,1,6081949,9
3647,0,0,6581949,7
3660,0,1,6411949,4
3664,0,1,6581949,2
3667,0,1,6481949,11
3670,0,0,6412149,9
3671,0,0,6301949,3
3673,0,1,6411949,6
3677,17,0,6412149,1
3678,0,1,6411949,2
3683,0,1,6411949,3
3701,0,1,6412149,11
3710,0,1,6411949,7
3717,0,1,6301949,6
3719,8,1,6281949,3
3721,0,1,6281949,9
3723,0,1,6281949,10
3724,9,1,6412149,8
3728,4,0,6301949,8
3729,68,0,6281949,4
3730,0,0,6301949,9
3731,22,1,6281949,10
3734,0,0,6412149,6
3738,0,0,6481949,5
3739,2,1,6301949,11
3742,0,1,6301949,11
3746,1,0,6412149,1
3748,0,0,6481949,12
3766,0,0,6411949,5
3769,44,0,6281949,2
3774,0,1,6081949,7
3775,0,0,6081949,7
3779,0,1,6281949,5
3787,16,1,6412149,10
3789,5,0,6412149,6
3790,0,1,6281949,12
3797,5,1,6581949,11
3801,20,0,6412149,7
3803,0,1,6081949,8
3813,1,0,6301949,7
3818,13,0,6301949,4
3819,0,0,6481949,4
3829,13,0,6411949,9
3833,0,0,6301949,11
3838,0,1,6281949,4
3844,65,1,6581949,1
3845,0,1,6412149,12
3852,0,1,6281949,12
3858,4,1,6301949,10
3859,39,1,6281949,6
3875,0,1,6411949,8
3876,0,0,6411949,1
3879,0,1,6411949,5
3880,0,0,6412149,6
3882,0,1,6301949,12
3884,0,0,6281949,10
3887,0,1,6412149,1
3893,16,0,6412149,3
3907,0,0,6411949,3
3922,0,0,6281949,3
3933,17,0,6281949,5
3942,4,1,6412149,12
3943,0,1,6281949,10
3945,3,1,6481949,6
3957,0,0,6411949,5
3971,10,0,6081949,11
3977,1,1,6411949,10
3980,14,1,6581949,9
3982,13,1,6581949,8
3986,0,0,6081949,4
3991,0,1,6412149,11
3993,1,1,6081949,12
3994,0,1,6411949,7
3999,0,1,6412149,1
4005,0,1,6581949,2
4010,11,1,6412149,12
4013,0,0,6411949,12
4017,24,0,6281949,9
4019,0,1,6281949,8
4024,0,1,6411949,5
4029,70,0,6301949,8
4038,0,1,6581949,8
4042,0,0,6301949,2
4045,0,0,6412149,10
4049,0,0,6281949,9
4059,0,1,6412149,8
4061,18,0,6301949,8
4070,0,1,6081949,8
4078,36,0,6081949,12
4079,28,0,6081949,2
4088,0,0,6281949,9
4090,12,0,6281949,8
4103,0,0,6581949,9
4104,0,1,6281949,12
4108,9,0,6081949,11
4112,11,0,6581949,2
4122,0,0,6281949,4
4127,0,1,6412149,6
4141,0,0,6411949,3
4142,0,0,6412149,11
4145,6,1,6081949,2
4147,19,0,6281949,10
4149,0,0,6481949,9
4152,4,1,6481949,10
4158,0,0,6281949,8
4159,0,0,6481949,11
4166,0,1,6411949,7
4173,16,1,6481949,11
4184,0,1,6481949,9
4187,0,0,6281949,11
4188,0,0,6412149,3
4189,0,1,6412149,3
4196,0,1,6081949,8
4198,0,0,6581949,5
4215,0,1,6281949,9
4225,1,0,6281949,8
4227,4,0,6481949,2
4233,0,0,6281949,11
4239,37,0,6281949,2
4241,13,1,6301949,10
4242,0,1,6412149,2
4243,0,1,6281949,7
4244,0,1,6081949,1
4245,6,1,6281949,6
4254,0,0,6081949,7
4256,0,0,6281949,1
4258,0,1,6081949,6
4270,0,1,6281949,3
4273,0,1,6412149,8
4275,3,0,6481949,11
4280,12,0,6281949,7
4282,21,0,6081949,10
4285,2,0,6301949,11
4286,1,1,6412149,3
4294,71,1,6281949,4
4295,0,0,6081949,3
4303,7,0,6481949,8
4305,0,0,6281949,9
4310,15,1,6481949,9
4313,0,1,6281949,6
4316,0,1,6301949,11
4318,4,0,6281949,9
4321,0,0,6281949,3
4323,20,1,6412149,11
4325,0,1,6081949,3
4330,0,0,6481949,10
4340,1,1,6081949,3
4344,8,1,6411949,8
4347,0,0,6481949,1
4360,3,1,6581949,4
4362,0,1,6581949,1
4365,0,1,6411949,4
4374,43,1,6301949,4
4375,2,1,6412149,1
4377,15,0,6281949,2
4389,3,1,6412149,11
4391,29,1,6411949,8
4392,0,1,6581949,9
4395,0,0,6481949,5
4397,0,1,6081949,5
4405,0,0,6581949,5
4411,3,1,6301949,9
4420,1,1,6281949,10
4423,0,1,6411949,5
4424,0,1,6581949,2
4425,13,1,6081949,2
4426,0,1,6481949,12
4428,94,0,6412149,5
4433,0,0,6281949,6
4435,47,1,6281949,7
4440,0,0,6411949,12
4441,3,0,6081949,7
4444,7,0,6412149,6
4445,1,1,6281949,12
4446,0,1,6481949,7
4449,0,1,6281949,9
4456,0,0,6081949,5
4460,0,1,6481949,8
4464,0,0,6281949,10
4465,8,1,6411949,3
4470,26,1,6411949,10
4472,8,0,6412149,8
4473,0,0,6412149,12
4478,26,1,6281949,1
4486,0,0,6411949,9
4490,0,1,6411949,3
4496,0,1,6281949,6
4504,0,1,6411949,9
4516,0,0,6081949,12
4521,0,0,6411949,7
4525,0,1,6581949,2
4532,0,1,6412149,10
4538,0,0,6481949,3
4539,36,0,6481949,2
4545,22,0,6301949,12
4551,18,0,6301949,10
4553,12,1,6481949,10
4560,0,0,6081949,1
4569,0,0,6412149,9
4579,0,0,6411949,7
4583,0,0,6411949,5
4589,10,1,6412149,1
4600,0,1,6281949,7
4603,30,0,6301949,11
4607,10,1,6301949,5
4614,18,0,6412149,9
4616,2,1,6281949,6
4618,0,0,6581949,8
4621,16,1,6481949,12
4626,0,1,6412149,5
4630,0,0,6081949,11
4635,9,1,6411949,6
4637,27,0,6301949,7
4642,0,0,6481949,10
4643,50,0,6281949,3
4645,1,0,6081949,8
4651,24,0,6281949,11
4653,22,1,6412149,8
4655,0,0,6281949,10
4659,19,0,6581949,8
4660,0,1,6411949,1
4661,17,1,6281949,7
4662,0,0,6411949,9
4664,0,0,6481949,4
4673,0,0,6411949,1
4680,0,1,6411949,12
4683,19,1,6581949,9
4684,0,0,6411949,2
4694,6,0,6081949,12
4697,0,1,6281949,7
4699,0,0,6281949,9
4700,0,0,6081949,10
4705,0,0,6281949,7
4706,0,1,6281949,7
4707,42,0,6301949,8
4709,0,0,6411949,3
4712,0,1,6412149,7
4713,0,1,6081949,9
4736,0,1,6081949,10
4746,1,0,6081949,6
4747,0,1,6081949,4
4751,1,0,6481949,5
4756,0,1,6281949,2
4759,0,1,6281949,3
4764,0,0,6481949,4
4769,0,0,6412149,4
4775,0,1,6081949,2
4784,0,0,6081949,3
4791,1,0,6281949,7
4807,9,0,6281949,5
4816,0,1,6081949,11
4823,0,0,6081949,11
4825,37,1,6281949,3
4831,0,0,6411949,5
4843,2,0,6281949,11
4844,8,1,6301949,2
4848,2,0,6581949,11
4849,0,1,6411949,5
4869,0,0,6411949,1
4872,0,1,6281949,8
4876,0,1,6481949,6
4885,0,1,6411949,12
4886,0,0,6411949,7
4887,0,0,6411949,3
4889,0,1,6481949,2
4911,3,1,6411949,2
4915,1,1,6412149,2
4921,0,1,6411949,4
4924,0,1,6281949,5
4928,0,1,6412149,7
4938,0,1,6411949,1
4953,108,1,6301949,7
4957,0,0,6281949,10
4966,0,0,6481949,7
4968,0,1,6411949,4
4971,1,0,6281949,7
4973,0,1,6281949,1
4978,0,1,6411949,10
4982,0,0,6411949,3
4987,1,0,6481949,5
4989,0,1,6412149,1
4997,22,0,6281949,11
5002,31,0,6281949,12
5007,0,0,6281949,8
5013,2,0,6411949,5
5015,59,0,6281949,12
5029,9,0,6081949,6
5030,0,0,6411949,11
5031,24,1,6481949,4
5033,0,1,6281949,7
5040,0,0,6412149,5
5046,17,1,6301949,10
5047,0,0,6412149,7
5054,70,1,6301949,12
5065,0,1,6081949,7
5066,98,1,6481949,9
5068,16,0,6081949,1
5077,0,0,6281949,2
5078,1,1,6281949,7
5081,0,0,6481949,5
5082,0,0,6281949,6
5083,1,0,6412149,10
5085,0,0,6411949,11
5090,0,1,6281949,12
5107,0,0,6281949,8
5111,1,1,6481949,5
5115,0,1,6301949,6
5121,8,1,6281949,4
5127,0,1,6412149,9
5129,0,1,6411949,11
5131,0,1,6581949,7
5133,41,0,6301949,7
5144,1,1,6481949,8
5155,0,0,6301949,12
5157,0,0,6581949,2
5175,2,1,6281949,8
5180,0,1,6281949,7
5181,0,1,6281949,9
5205,5,0,6281949,7
5208,11,1,6411949,9
5210,1,1,6081949,6
5211,0,1,6301949,3
5212,0,0,6301949,4
5228,0,0,6481949,1
5229,0,1,6412149,8
5234,0,0,6581949,11
5238,0,1,6412149,5
5241,0,0,6411949,2
5242,0,1,6412149,2
5246,0,1,6481949,7
5248,0,0,6412149,11
5254,0,0,6081949,10
5278,0,0,6412149,2
5279,0,0,6281949,6
5284,79,0,6281949,8
5315,38,1,6411949,6
5317,51,1,6481949,9
5328,10,0,6301949,1
5335,2,1,6281949,3
5338,3,1,6081949,11
5343,0,1,6411949,2
5344,51,1,6411949,5
5347,0,0,6481949,3
5361,0,1,6081949,6
5365,10,0,6411949,11
5368,17,0,6301949,12
5378,34,1,6411949,8
5385,15,1,6411949,8
5387,0,1,6281949,5
5389,17,0,6281949,12
5393,0,1,6412149,10
5395,0,0,6281949,9
5397,1,1,6412149,8
5421,86,1,6411949,7
